amount,hour,day,senderBalance,receiverBalance,averageAmount,todayTransactions,transactionsLastHour,newReceiver,nightTransaction
46436,18,7,15198,12332,7070,21,2,1,0
36098,17,5,53664,19351,14043,12,12,1,0
49938,12,4,12329,73673,8218,5,17,1,0
22286,1,4,60859,43420,711,39,3,0,1
27153,16,7,75975,59469,13969,29,12,1,0
3373,20,1,13602,25642,3239,20,10,1,0
28781,21,4,60832,30632,5825,33,0,0,0
21622,3,3,26439,46880,11644,19,14,0,1
22122,0,3,30658,88992,14733,22,0,0,1
25391,2,5,22471,7071,11290,12,18,1,1
6587,7,6,76677,36735,922,30,0,1,0
15544,11,1,30165,13499,10452,7,5,1,0
21078,7,5,70029,18982,1766,10,2,1,0
37526,2,1,11860,22625,9372,31,10,1,1
39884,12,3,93034,69683,1847,27,6,0,0
18536,1,7,43550,32976,699,29,13,1,1
3710,12,7,49865,5723,14104,25,8,0,0
10317,12,1,60421,21162,12549,17,19,0,0
24502,17,4,77695,55387,8942,37,2,1,0
4815,15,5,38710,25931,6460,35,11,0,0
503,20,2,80298,10605,8039,17,14,1,0
40517,23,1,3370,4758,13138,17,11,0,0
49535,14,5,75621,93439,6552,36,9,1,0
40832,1,7,6231,21500,10003,30,6,0,1
19193,11,3,69188,25960,8579,8,5,1,0
42383,9,7,28270,72485,2305,26,18,0,0
13134,2,4,95821,59341,7261,10,8,1,1
2536,10,2,90757,70499,12807,12,17,0,0
14248,2,2,18170,84766,8612,31,12,0,1
23811,2,7,46088,15933,13750,28,3,0,1
21645,14,3,16803,24031,12966,30,19,1,0
10226,10,1,32035,39280,3091,10,16,1,0
13731,17,3,8801,18936,9349,32,11,0,0
21118,16,3,19065,47602,4592,39,10,1,0
19079,12,5,20168,40285,6262,29,2,0,0
29908,3,5,80858,85312,10562,35,19,0,1
7405,21,6,10042,81440,11490,36,11,0,0
42587,1,1,96052,58989,7041,22,0,1,1
11939,10,7,86415,37820,12748,31,2,0,0
12851,1,3,27144,52919,11144,19,4,0,1
10069,13,2,87208,9926,11840,8,6,0,0
49006,18,3,69237,99056,14569,29,8,0,0
40325,8,6,80017,74232,7114,36,17,1,0
5566,3,4,96113,72053,14387,5,8,1,1
5986,3,7,25668,24019,11071,21,18,0,1
19523,4,2,75940,26921,5499,1,17,0,1
35254,19,4,72156,41253,14351,18,14,0,0
22707,8,6,87731,42732,11155,13,0,1,0
28950,2,1,43593,83844,6560,25,5,0,1
17247,16,3,21204,52646,14305,37,15,1,0
18027,13,5,14350,39767,7422,8,19,0,0
1383,20,3,42796,97384,7214,31,9,1,0
22448,7,1,31551,77665,9971,36,1,1,0
29403,23,1,27527,59092,5825,20,7,1,0
27385,17,2,98928,30027,12867,8,18,1,0
19147,13,2,50466,68637,12443,4,6,0,0
40088,21,6,91544,91521,11247,21,4,0,0
45611,21,1,44398,88509,5689,29,8,1,0
12016,0,1,83891,11891,11478,4,13,0,1
46173,13,1,87972,61166,1997,17,8,1,0
49852,13,3,50384,46360,14200,12,0,1,0
28673,12,6,88954,70030,9099,11,13,0,0
33623,12,3,85188,79921,7328,13,11,0,0
23125,19,4,78331,85783,814,39,0,1,0
30145,10,6,536,32402,8214,36,1,0,0
45268,20,4,81073,19039,14117,22,8,1,0
12584,23,2,44754,46275,8891,17,7,0,0
16616,5,7,24725,20846,12868,6,18,1,1
26189,14,1,43030,78753,9331,18,17,1,0
45042,10,7,63178,47062,14993,18,6,1,0
38696,23,6,12709,92501,9245,22,9,1,0
34639,5,1,13021,87414,13844,1,13,1,1
21087,1,3,96175,97510,10657,23,13,1,1
11219,17,7,97648,6716,10788,25,2,0,0
4287,3,7,6105,56492,6922,1,10,1,1
8934,4,3,10406,23814,8939,23,11,0,1
28891,8,6,12569,57198,112,7,10,1,0
7393,6,2,88298,52290,8076,29,4,0,0
22712,12,4,73444,76230,8242,38,5,1,0
5779,19,3,92597,4866,8529,25,3,1,0
34076,5,4,82451,97522,7820,36,6,1,1
1643,21,6,90186,8769,13549,6,7,0,0
12269,21,2,30996,17806,7658,24,17,1,0
39503,4,3,61003,21310,9080,38,14,0,1
9765,12,6,13342,89579,5303,33,2,1,0
26711,11,7,6986,39258,14214,25,7,1,0
48627,19,6,29657,5521,12991,28,10,1,0
10688,22,2,89262,88484,2271,4,8,0,0
40226,22,5,36602,56342,1044,8,17,0,0
14639,4,2,90787,42012,11016,23,5,0,1
31103,11,5,14503,93479,9966,14,16,1,0
19330,2,5,12910,29730,2765,28,7,1,1
33476,12,5,73530,19750,3603,27,4,1,0
2560,16,2,70007,56068,1829,24,17,0,0
2584,10,2,34926,60532,7399,33,13,1,0
45048,9,4,34982,44156,3431,20,2,0,0
23364,14,3,80451,56414,2571,13,19,1,0
20645,9,5,4383,31712,3040,29,4,0,0
28372,11,7,76152,95661,5167,21,13,0,0
32150,22,5,42034,98524,5022,30,17,1,0
33522,19,1,40474,42448,8038,7,11,1,0
49935,22,5,21987,53319,12969,28,3,1,0
49041,1,4,45433,76579,9670,39,6,1,1
24642,7,7,4274,29018,4019,1,9,0,0
42864,9,4,32196,72940,12143,15,13,0,0
40736,18,2,51137,22129,14561,26,4,1,0
2674,13,4,89679,10624,1328,3,16,1,0
16921,9,5,42624,96875,7687,8,11,0,0
45359,15,4,20743,32693,13167,25,19,0,0
9942,19,6,20501,2700,1105,38,11,0,0
13340,6,5,30043,35930,8406,31,1,0,0
13138,20,2,71984,98103,14905,36,18,1,0
18190,13,2,26512,63696,13077,37,8,0,0
32836,6,3,30045,44391,7654,8,17,0,0
12203,8,3,86158,33135,6301,25,12,1,0
14898,16,4,98862,53408,8394,14,17,0,0
47521,19,2,80370,84366,9248,11,3,0,0
18750,15,6,40685,64398,5666,23,10,1,0
26428,15,3,77072,63690,14160,18,7,0,0
24075,16,1,85809,32970,330,8,18,0,0
11684,18,1,96036,94673,2884,36,9,0,0
43862,15,5,45463,71227,3632,32,7,0,0
43115,10,2,5956,3413,7185,34,19,0,0
37576,21,3,92373,59150,13288,38,16,1,0
49811,4,7,13638,47369,12528,22,4,0,1
22410,10,3,88768,46557,3141,36,2,0,0
21572,22,5,62135,125,8553,28,4,1,0
7591,2,7,25730,15058,14401,38,7,0,1
38335,5,2,84694,28443,4072,16,8,1,1
31949,10,1,56381,24732,1389,6,15,0,0
5154,18,1,38519,84833,303,31,15,1,0
10737,1,4,26224,87702,13258,37,13,1,1
35628,18,1,98289,17751,12957,27,6,1,0
43177,13,2,60903,26859,4594,12,12,0,0
40024,6,6,98607,76553,5472,38,14,0,0
14861,22,1,18550,19784,13783,25,14,1,0
23008,6,4,97612,4115,2740,36,18,1,0
32421,15,3,75116,67419,4921,19,13,1,0
42424,5,5,75538,29236,468,34,10,1,1
27142,6,1,2387,11975,159,33,14,1,0
23927,21,7,80720,91624,6163,30,1,0,0
17455,6,3,47560,81292,4122,17,10,0,0
27146,0,6,27505,49824,12266,34,6,0,1
29302,3,7,4346,63571,14581,14,7,0,1
30222,20,1,27886,33336,6590,26,4,1,0
41574,9,3,15475,73247,12091,6,9,1,0
30147,6,5,54037,44294,12212,13,8,0,0
21295,12,1,82619,81096,4524,30,6,0,0
23911,5,5,35675,54649,14820,16,16,1,1
39277,7,6,33394,21990,9912,15,1,1,0
32188,1,2,52787,43780,6590,4,14,0,1
47441,20,7,44453,4987,9778,14,8,1,0
38181,22,2,73706,89782,13866,9,17,1,0
1858,23,4,91854,60832,8963,37,2,1,0
42020,16,3,55390,13319,2895,37,16,0,0
6222,14,7,85687,53649,7076,12,8,1,0
373,17,1,19398,50083,7571,7,8,1,0
39559,9,1,1215,9837,8834,12,1,1,0
33819,13,7,60845,13369,11376,36,0,0,0
25379,16,3,14190,2057,2821,22,3,1,0
13693,13,3,99745,16972,8862,4,1,1,0
1643,21,5,66044,49683,12536,17,11,1,0
18002,2,5,17960,89523,12593,26,18,0,1
20534,6,2,6199,5922,8635,13,0,0,0
25279,14,7,67934,88475,11885,7,0,0,0
37253,22,4,13769,68577,267,28,13,1,0
6968,14,7,81710,85930,13631,2,8,1,0
833,2,6,10685,3492,9186,23,0,0,1
1077,12,4,67110,37702,11251,26,18,0,0
49335,3,2,46260,57840,8888,13,18,1,1
8073,4,7,14452,318,11918,28,3,0,1
43625,4,5,99532,34055,4101,39,16,1,1
14971,10,7,98828,17538,12757,32,19,0,0
46432,1,5,63975,42180,2256,28,7,0,1
8912,17,1,69805,2479,10212,8,1,1,0
35941,14,6,90605,72604,6657,3,6,1,0
34827,11,7,96820,32401,11665,7,9,0,0
13762,7,6,1876,5939,9281,31,1,0,0
26329,15,6,28119,34484,9918,17,3,0,0
41850,2,1,24265,63726,4375,35,11,0,1
10557,19,4,10504,58956,5522,11,16,0,0
248,11,4,69777,61969,12768,16,2,1,0
3323,8,6,25370,12466,12616,10,19,1,0
36936,2,3,54126,78730,4331,26,12,1,1
8087,22,2,66565,40779,7178,26,10,1,0
16957,3,5,86491,44555,12934,38,18,0,1
46820,14,2,44034,15009,13962,26,15,0,0
25520,18,2,64866,19843,1221,27,9,1,0
16440,4,2,95664,90371,4836,20,5,1,1
14868,13,3,83981,58527,10933,12,9,1,0
38261,18,6,92705,26328,5099,14,10,0,0
33624,15,4,36889,4206,1138,14,11,1,0
14152,18,6,87736,87770,7330,13,8,1,0
2242,6,3,61374,39766,4994,8,15,0,0
4865,12,3,21840,84259,8626,3,18,0,0
5430,23,1,39160,77313,6045,12,4,1,0
36796,8,4,63348,97591,12969,11,2,0,0
49180,14,3,78955,40068,2527,26,15,0,0
36124,6,6,53372,4902,10566,27,11,0,0
8281,10,5,47314,57465,14305,34,0,0,0
8888,23,2,98177,78871,5544,34,18,1,0
43057,10,4,34661,59251,2123,34,16,0,0
6640,14,7,65046,73465,13824,22,2,0,0
34826,7,4,32208,32924,7098,26,4,1,0
32564,5,1,75001,22791,9844,12,13,1,1
27795,5,2,56535,12405,11528,38,14,1,1
41768,8,5,10473,58565,7641,2,15,1,0
19585,15,1,17050,2063,10996,38,17,1,0
22486,2,7,2190,15740,6740,5,13,1,1
10159,11,3,68000,62167,11682,30,17,1,0
21560,18,6,69901,69830,14271,38,4,1,0
31378,13,7,30570,68723,9457,32,4,1,0
34091,11,2,40384,91603,1759,36,6,0,0
10869,17,5,71993,70114,5721,20,9,0,0
18635,13,4,64602,92266,2114,17,8,1,0
28535,12,3,99608,50486,12276,28,0,0,0
19639,16,5,16896,40494,11299,32,7,1,0
47996,1,7,76093,100,12371,25,18,0,1
10989,3,7,77667,77229,3267,5,13,0,1
31052,19,4,86833,33469,3448,21,1,0,0
46073,20,7,88254,35017,10805,23,1,0,0
45319,23,7,74570,49869,2560,25,1,1,0
5335,14,3,40208,65150,14413,35,16,0,0
16030,14,6,77542,8208,10873,30,16,1,0
22964,7,3,48282,15646,9071,33,11,0,0
10662,15,2,76358,72246,8616,35,18,0,0
15317,15,4,5388,93728,11425,17,10,1,0
39029,3,2,15919,91016,4697,31,4,1,1
13431,4,5,28133,84644,8221,19,2,0,1
13174,17,6,15353,50423,12104,30,0,0,0
3464,0,5,14575,94245,10647,14,10,1,1
41013,3,5,32729,30530,5356,14,19,0,1
27904,10,5,39041,64658,7275,7,6,1,0
23991,2,3,39941,71980,14276,37,3,1,1
46994,16,6,59553,96338,6912,6,12,1,0
37114,14,5,19598,72582,4286,19,16,0,0
48267,4,2,28770,48311,13167,11,9,1,1
45575,13,5,57136,68146,2573,8,17,0,0
4805,10,4,57950,51759,10477,15,6,0,0
6512,5,3,39940,63118,3443,2,3,0,1
2982,17,5,80702,70632,14050,3,1,1,0
1743,21,2,4034,80221,5236,18,17,0,0
44242,22,3,17408,21310,1822,36,17,0,0
3865,11,1,73307,77364,14232,28,2,1,0
46211,10,2,54970,53283,6829,12,18,1,0
35926,2,3,17840,85778,4908,13,1,1,1
10205,10,2,16567,13763,2903,1,10,0,0
48642,18,5,90267,58486,1111,4,15,0,0
15230,4,7,25802,23536,5926,18,10,1,1
17196,21,2,5956,53861,4621,27,19,1,0
41843,2,4,82851,77762,8275,4,19,0,1
44868,3,7,56200,2539,10405,16,6,0,1
41737,4,2,15620,9946,9540,12,12,1,1
33291,12,7,84672,4837,11901,31,5,1,0
40917,9,3,45974,93766,3720,8,4,1,0
14308,18,4,86757,97730,5194,8,14,0,0
13531,16,3,36631,84943,1917,4,11,0,0
27962,8,4,59917,52062,14514,34,8,1,0
23076,3,3,89817,44023,2568,24,16,0,1
1940,16,3,81962,93088,13816,17,2,0,0
11995,13,4,59847,76629,357,4,12,0,0
17719,21,1,65486,85558,14580,6,10,0,0
15056,7,5,2900,75145,5189,19,13,0,0
40509,23,7,80220,95079,750,6,1,0,0
19417,22,2,74689,79952,8613,31,18,1,0
10430,21,4,83676,59783,12301,39,5,1,0
43389,8,1,61190,5736,5093,28,18,1,0
28822,13,4,29995,71744,9744,2,13,1,0
306,8,6,18458,66408,8460,11,3,0,0
9927,3,4,37710,15290,3767,31,2,0,1
28613,19,7,75174,36241,1298,28,17,1,0
37304,15,5,85723,67983,11576,1,10,1,0
47938,21,3,44331,82306,8703,26,7,1,0
36637,12,3,47628,72173,452,37,6,0,0
7750,14,7,79771,89441,8817,29,15,0,0
18263,9,7,24554,95491,6767,34,3,1,0
27484,5,6,45290,42018,14610,1,18,0,1
19649,12,2,83094,10070,6357,26,8,1,0
34942,3,1,1297,39889,13694,11,4,1,1
7691,23,6,21585,28787,8800,15,2,0,0
37640,10,2,25244,17945,7959,24,4,0,0
24228,4,7,10434,45530,4116,8,18,0,1
2121,9,5,6377,18904,4508,4,4,0,0
35013,19,1,67444,87157,4693,12,2,1,0
40432,17,2,41410,22761,8708,19,1,0,0
4368,7,3,43206,96444,11151,11,10,1,0
31314,9,6,94258,48556,10322,33,1,0,0
16834,10,5,65810,46729,10618,22,14,0,0
15903,13,2,3845,80906,7314,3,1,1,0
28232,7,3,83875,89217,7135,5,6,1,0
35036,12,2,24083,22105,13836,13,12,0,0
11719,16,4,44497,31428,4091,7,1,1,0
47352,17,2,46356,16410,3633,19,15,0,0
24012,2,7,11891,26999,2118,25,16,0,1
19283,18,7,61438,1722,4152,34,6,0,0
684,22,3,59059,46705,2682,38,19,0,0
5493,7,5,69302,71445,12969,39,7,1,0
44056,11,1,15337,75592,815,32,16,0,0
8895,18,2,25459,10515,9177,4,14,1,0
37209,23,2,71421,6982,2683,2,6,1,0
48117,18,7,3436,77400,8831,28,19,1,0
39385,19,1,24688,14245,13078,12,4,0,0
32287,17,2,81401,56200,13550,31,13,1,0
23938,13,1,40102,95721,10664,23,3,0,0
30520,12,2,60477,64975,8562,19,2,0,0
10510,4,2,17060,42674,8928,27,8,0,1
37134,19,5,70791,48731,8376,23,10,1,0
19906,19,7,42313,97150,606,24,14,1,0
21998,10,7,89512,67933,8012,20,7,1,0
34078,2,5,5218,27111,6050,28,6,0,1
17140,17,2,45282,19958,9919,3,18,0,0
13584,21,6,48484,44874,7529,23,8,1,0
32720,5,4,26118,91500,9968,32,3,0,1
36590,13,1,29970,70714,14618,19,1,0,0
33376,10,2,22772,21716,7456,3,11,0,0
29473,8,6,55941,61401,9783,38,8,0,0
31519,7,7,27813,16110,2148,18,18,0,0
894,9,4,94760,26885,11892,8,9,0,0
34149,22,3,82903,41989,12073,4,7,0,0
38722,8,3,3975,70259,14990,39,13,1,0
17444,5,3,63094,83520,13279,18,3,1,1
25041,17,7,22137,67745,8847,27,3,1,0
33332,9,1,31805,65318,1290,12,10,0,0
10229,2,3,47881,84483,3051,14,19,1,1
16654,15,7,5055,46095,14999,19,4,1,0
4189,4,2,10733,3088,1746,8,7,1,1
15454,9,4,58592,82447,1267,3,13,0,0
484,3,6,64774,13386,7307,39,17,1,1
41358,14,2,49247,7913,10095,27,5,1,0
1395,0,5,68457,85839,7445,12,4,0,1
34573,7,6,23475,19449,5175,4,11,0,0
13860,22,5,25862,27943,5035,16,10,1,0
23076,23,1,94196,28735,4049,36,10,1,0
23824,16,2,15287,73442,3122,2,18,0,0
3978,20,1,31727,12740,6513,38,7,1,0
338,20,5,56552,1471,6827,37,16,1,0
6490,4,1,94647,61088,9465,6,0,1,1
26456,3,2,68160,31536,5091,11,2,0,1
31114,10,2,28859,49302,1759,32,15,1,0
14134,15,4,77615,49741,687,21,15,1,0
14198,11,2,92938,80375,14144,9,6,0,0
28652,16,1,84793,99499,2231,10,8,1,0
13793,1,3,33044,84287,14739,16,17,1,1
31127,12,6,24049,68872,8257,13,15,1,0
37482,15,6,68467,99320,741,31,18,0,0
25491,10,6,45602,14040,6050,7,14,1,0
46203,23,7,35468,20935,6529,36,17,1,0
46877,20,2,69361,8699,3845,21,5,0,0
24545,14,4,13989,50557,12387,37,10,1,0
18421,18,6,55796,34512,11275,16,10,0,0
20111,7,6,84353,61446,12149,12,1,1,0
4445,20,7,60391,59866,12911,20,13,1,0
10473,22,6,27490,69214,1943,10,18,0,0
29036,22,5,90286,72619,5472,32,19,1,0
21104,0,5,54070,21643,11200,31,8,1,1
790,21,1,20306,36979,8923,14,2,1,0
14345,14,6,16686,97801,4732,33,10,0,0
23305,6,7,96661,47698,10615,25,4,1,0
30007,4,7,21737,72367,8295,14,16,0,1
27157,15,2,42620,82753,14798,15,2,1,0
6261,18,6,19059,42341,4273,37,4,1,0
45138,21,2,97574,72257,4291,17,0,0,0
33764,4,2,67729,2590,14586,28,9,0,1
44156,3,2,40205,96492,2480,17,7,1,1
2071,2,3,14271,96776,12944,37,4,0,1
20937,2,2,3598,27020,8220,12,8,1,1
8284,12,4,46823,37708,4862,26,8,1,0
18026,18,6,73456,39678,5273,32,18,1,0
12030,15,6,69868,68147,8453,9,2,1,0
40997,13,5,56418,68882,4154,28,15,1,0
47014,7,1,40790,69700,13738,23,0,1,0
4853,3,2,61583,68719,9777,33,3,1,1
37067,6,4,13940,11289,11140,17,9,0,0
15943,7,2,14684,68483,10607,31,10,0,0
2412,20,4,68960,576,14741,4,3,1,0
32729,19,6,40151,57315,11615,4,12,1,0
10494,12,1,26678,99423,2314,1,10,1,0
42872,21,6,49825,69068,13011,23,14,0,0
4835,5,1,78998,47229,7184,13,6,0,1
9850,7,6,41082,44370,12384,39,3,1,0
21566,12,4,68625,50281,14730,5,2,1,0
22684,21,6,85205,88860,1806,13,6,1,0
30428,3,3,49235,74581,9015,20,5,0,1
32668,12,7,80193,17021,8456,24,7,0,0
24627,8,6,22026,74392,1346,29,9,0,0
20337,12,1,17318,38892,8204,1,0,0,0
13224,17,4,30761,59966,10084,36,8,1,0
15708,19,2,18731,3246,9830,2,4,1,0
18335,0,3,67583,15289,3878,26,13,1,1
34292,15,5,63035,65200,13759,7,14,0,0
12796,8,4,87611,61513,5874,18,13,0,0
19561,12,5,45676,85490,1166,35,1,0,0
46294,14,5,93082,44420,3868,15,15,0,0
8164,5,2,5334,31512,13433,31,4,1,1
21904,5,3,31045,35212,10875,13,0,1,1
35376,0,6,51870,83717,9268,4,13,1,1
36052,7,6,86837,94180,11239,10,19,1,0
18808,20,3,20451,70911,9970,36,0,1,0
26843,14,2,98469,90740,11358,9,18,1,0
26385,9,3,76123,77658,14614,37,1,0,0
10043,9,7,6673,84052,7032,34,8,1,0
29106,11,7,88392,54520,6071,6,17,1,0
23917,3,7,4351,92584,7682,2,15,1,1
5508,14,4,87988,4659,4498,35,12,1,0
10797,9,7,48043,63814,6812,33,17,1,0
19570,23,4,47303,64863,10885,14,3,0,0
31357,14,7,80004,17490,2889,9,16,0,0
39845,17,7,41847,41684,14427,34,18,0,0
35365,3,5,58022,31391,2003,12,8,1,1
20560,13,6,86962,62205,13476,32,3,0,0
248,18,6,17865,17949,2241,32,3,0,0
14929,0,6,8034,1835,4815,38,12,1,1
9326,6,5,67666,60662,14435,14,6,1,0
16451,13,3,2590,26852,6170,7,16,1,0
33824,7,1,14641,12746,3447,18,4,1,0
40276,13,4,33168,95146,1463,34,3,0,0
1057,14,4,21715,92885,7899,29,4,1,0
35250,2,2,41164,85045,9233,16,10,1,1
48099,22,7,16376,72540,9298,5,2,1,0
38743,13,2,70648,52909,2132,11,0,1,0
31529,19,4,5453,86234,4763,12,1,0,0
13249,0,6,17855,82022,9399,36,14,0,1
20097,5,6,3917,71981,5517,7,11,0,1
40275,8,3,29303,29164,5773,32,13,1,0
33564,7,3,6544,41769,11225,5,4,0,0
27561,22,4,79132,29550,3180,29,13,1,0
37694,21,4,87665,34337,776,14,17,0,0
9334,1,4,79959,34799,1608,23,9,0,1
5323,4,7,40375,38438,12481,10,3,1,1
28730,4,5,45022,88383,5238,37,7,0,1
37160,12,5,57199,40090,9909,24,8,1,0
7952,13,1,10287,34757,11078,17,12,1,0
64,5,4,15459,98405,14996,21,2,0,1
27468,5,5,27962,56682,2828,16,4,0,1
49557,3,5,85114,10274,2567,15,1,1,1
23225,4,7,27465,30558,10755,8,8,1,1
15691,0,7,99483,82667,11145,37,6,0,1
45111,21,6,51470,28776,2441,39,14,0,0
37314,7,4,90398,4485,1335,27,12,0,0
31984,7,1,67181,23804,14576,4,19,1,0
10048,21,4,88099,48444,7796,11,4,0,0
46362,15,5,41443,62559,7719,38,7,0,0
34605,16,1,6976,98138,7373,37,6,0,0
28440,8,1,25110,51356,13291,17,6,1,0
24304,14,5,2128,75057,5845,24,4,1,0
28924,10,3,94916,62394,2686,3,1,1,0
42898,19,5,33074,9857,7229,19,9,1,0
36509,4,3,5807,12904,6867,26,4,0,1
35913,19,2,49944,41614,11276,4,3,1,0
27291,20,4,51273,7871,14762,31,16,0,0
3506,6,6,14918,16411,365,27,12,1,0
21460,10,5,85810,46917,710,1,2,0,0
13494,3,7,6224,65738,501,4,10,1,1
41850,18,2,73221,3984,5765,30,18,0,0
21897,7,4,74578,31342,5628,7,15,0,0
31956,20,4,76452,19171,4726,2,1,1,0
22737,23,1,58281,71273,2458,15,14,0,0
407,20,5,49717,60333,327,9,1,1,0
23185,8,2,75157,28612,5923,29,15,1,0
34868,1,5,15991,79229,1932,31,18,1,1
7138,15,3,27003,80395,12742,34,12,0,0
11080,14,5,88604,28106,9081,21,2,0,0
48398,14,1,49959,99754,7466,12,18,0,0
16018,12,3,34932,22757,14520,34,12,0,0
20457,18,7,21356,67995,3806,32,7,0,0
8602,13,5,36919,2878,11957,14,8,0,0
3,3,7,80389,67053,4946,10,11,0,1
30368,16,1,61937,49357,10184,9,15,0,0
34903,6,4,55469,86465,7893,18,15,0,0
47819,1,6,14135,76518,13509,39,8,1,1
46889,6,3,98116,24556,8238,22,17,0,0
21776,9,4,52145,35747,10617,11,7,0,0
14928,9,7,14780,63266,14876,34,8,0,0
49606,3,4,28577,66684,622,34,2,0,1
48441,6,3,60016,71466,10998,13,3,1,0
19692,1,6,14054,58828,8568,21,0,0,1
9317,21,2,46062,28234,3502,34,18,1,0
47610,4,6,65734,18340,3960,24,8,1,1
31756,15,3,78754,49934,12070,13,8,1,0
32909,15,3,41153,47032,1115,32,2,0,0
6293,17,6,26051,43543,3220,32,10,0,0
49163,3,5,9805,74349,1000,36,0,1,1
23246,6,2,68533,29577,10694,21,7,1,0
30024,13,2,72553,5615,10568,20,14,0,0
10911,8,7,41152,88252,762,8,11,1,0
33437,5,5,66196,43358,11537,18,5,0,1
37215,15,3,3418,25629,415,33,3,1,0
41280,13,7,70563,19099,8925,7,9,1,0
39876,11,6,5632,94932,8964,28,15,0,0
27197,6,7,40013,39028,1285,20,9,1,0
23849,17,6,10375,80389,2525,25,8,0,0
33283,11,3,85036,96338,10669,5,8,0,0
48911,23,6,34673,44899,5514,6,14,1,0
41511,19,6,66024,62108,13376,31,12,1,0
31277,8,6,65350,87780,14317,21,16,0,0
46313,4,4,21558,81657,5296,30,6,1,1
43421,7,2,48174,26844,6400,21,0,0,0
8098,11,7,6099,90988,14705,37,2,0,0
6641,0,6,52196,37827,10468,31,3,0,1
18793,21,5,68370,767,10708,21,2,1,0
11738,5,4,86626,61580,844,23,14,1,1
32260,10,6,37429,46589,12275,31,15,0,0
31975,10,4,16887,22319,511,16,6,0,0
10110,12,5,74385,17984,11176,14,10,1,0
7197,17,7,14049,9821,2896,2,18,1,0
19190,16,7,75283,10771,12440,14,2,0,0
12237,17,1,666,14652,3354,5,1,1,0
30365,20,2,99703,35016,11555,21,10,1,0
15948,11,2,42679,8136,459,32,12,1,0
11347,13,5,73103,31485,9789,10,16,1,0
39697,0,4,29192,92085,978,22,4,1,1
10788,20,1,93774,79023,12513,12,17,1,0
12899,14,2,43551,18141,10256,33,3,1,0
39347,20,6,85261,38484,2504,31,16,0,0
32610,23,2,74964,71678,13287,9,1,0,0
22651,5,5,68226,66538,11277,3,19,0,1
20522,20,7,93804,93946,4538,12,7,0,0
41301,20,1,23209,50852,5483,18,10,1,0
24714,14,6,68966,77648,12474,37,15,1,0
43194,20,3,59531,43163,6536,21,0,1,0
13797,22,3,23170,24320,3790,28,17,0,0
32992,8,7,80043,24300,12684,3,15,1,0
9704,6,1,65514,88816,13948,22,17,1,0
8879,1,5,94535,11004,5630,32,9,1,1
6877,8,3,20878,26568,11787,23,6,0,0
21797,6,6,31296,86353,6009,14,17,0,0
33681,18,7,5402,62734,3328,16,0,0,0
5136,1,2,72479,21925,13718,18,4,0,1
9128,5,4,25343,98376,5211,22,16,1,1
7427,15,6,10547,18039,12044,38,3,0,0
21367,9,3,55770,11353,8796,37,3,1,0
5660,1,2,16003,92539,1436,23,12,0,1
35130,4,1,76196,57804,2546,28,2,0,1
7602,2,7,84795,73386,6844,12,4,0,1
42286,2,5,52738,13417,9021,10,2,0,1
26150,4,3,99489,85808,9871,9,2,1,1
39844,13,6,32275,4121,14322,31,4,0,0
45286,20,2,94529,95011,968,11,1,1,0
22740,11,1,87034,18319,715,2,18,0,0
24863,22,4,79438,71991,7704,25,10,1,0
27378,0,1,58719,97595,13121,30,15,0,1
25699,17,7,99074,41022,1107,28,19,0,0
10175,0,4,60272,36492,12705,4,7,0,1
29736,13,6,16239,29917,5500,33,8,1,0
47384,0,7,89292,24307,4816,15,8,1,1
42929,8,6,14087,1195,11123,21,14,0,0
20010,3,3,14196,7564,3737,18,7,0,1
28160,10,2,57424,87299,12668,36,3,1,0
41597,11,4,21408,1415,7608,35,11,1,0
15407,13,1,77816,39871,12321,8,2,1,0
40101,8,4,27574,65447,8632,13,7,0,0
2469,8,5,44155,2027,7271,22,13,0,0
24269,2,4,65044,70293,7972,11,15,1,1
28799,6,4,31961,99031,343,9,7,1,0
27727,20,6,59352,73998,10089,1,19,0,0
2178,5,2,20598,27475,10068,5,5,1,1
13337,16,6,14520,92816,9464,23,10,1,0
2257,0,5,26211,4358,11439,1,19,1,1
7130,11,6,41073,55808,2022,12,12,0,0
45709,20,1,86981,99323,5124,6,4,1,0
11140,5,3,50660,83146,1735,25,19,0,1
24900,22,3,8029,83605,13473,1,3,0,0
19329,15,3,29607,51412,1529,2,5,1,0
29589,0,3,89806,84388,14754,29,1,0,1
15449,20,2,21901,21539,1350,23,16,0,0
20458,11,4,97415,10470,5758,37,19,1,0
22078,1,4,15235,47011,12517,25,9,0,1
36439,18,7,61354,51488,3423,17,19,1,0
30612,8,6,7286,98997,4901,18,18,0,0
20860,17,4,80882,18003,9142,16,5,0,0
12381,11,4,50777,90604,7006,24,4,0,0
15213,19,7,62079,72884,675,4,4,1,0
42116,7,1,42995,40747,9254,27,19,1,0
38178,12,5,51166,93463,1167,29,6,1,0
26126,17,6,41560,31411,3632,1,11,0,0
48490,23,5,19399,90053,1839,21,2,0,0
38555,13,5,47713,36494,778,4,16,1,0
9099,11,7,93715,98202,13327,27,16,1,0
33885,8,3,27866,10836,1158,10,6,0,0
41748,14,5,10856,41163,11509,23,8,0,0
11561,3,5,45018,28633,4962,39,10,1,1
12683,23,2,15596,60047,14206,36,16,0,0
15701,22,5,57362,25196,13950,23,16,0,0
